1_id	1_span	1_anno_scriptorium:func	1_anno_scriptorium:lemma	1_anno_scriptorium:norm	1_anno_scriptorium:pos	1_meta_annis:doc	1_meta_annotation	1_meta_corpus	1_meta_version_date	1_meta_version_n
52512306	ⲏⲓ	obl	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_09	Caroline T. Schroeder, Amir Zeldes	sahidica.nt	2018-04-01	2.5.0
52516441	ⲏⲓ	obl	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_10	Caroline T. Schroeder, Amir Zeldes	sahidica.nt	2018-04-01	2.5.0
52517084	ⲏⲓ	appos	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_10	Caroline T. Schroeder, Amir Zeldes	sahidica.nt	2018-04-01	2.5.0
52518310	ⲏⲓ	appos	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_10	Caroline T. Schroeder, Amir Zeldes	sahidica.nt	2018-04-01	2.5.0
52519055	ⲏⲓ	obl	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_10	Caroline T. Schroeder, Amir Zeldes	sahidica.nt	2018-04-01	2.5.0
52520122	ⲏⲓ	obl	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_10	Caroline T. Schroeder, Amir Zeldes	sahidica.nt	2018-04-01	2.5.0
52520471	ⲏⲓ	obl	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_10	Caroline T. Schroeder, Amir Zeldes	sahidica.nt	2018-04-01	2.5.0
52524095	ⲏⲓ	obj	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_11	Caroline T. Schroeder, Amir Zeldes	sahidica.nt	2018-04-01	2.5.0
52524313	ⲏⲓ	obl	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_11	Caroline T. Schroeder, Amir Zeldes	sahidica.nt	2018-04-01	2.5.0
52524407	ⲏⲓ	obl	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_11	Caroline T. Schroeder, Amir Zeldes	sahidica.nt	2018-04-01	2.5.0
52524610	ⲏⲓ	conj	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_11	Caroline T. Schroeder, Amir Zeldes	sahidica.nt	2018-04-01	2.5.0
52527766	ⲏⲓ	nsubj	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_12	Caroline T. Schroeder, Amir Zeldes	sahidica.nt	2018-04-01	2.5.0
52528765	ⲏⲓ	obl	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_12	Caroline T. Schroeder, Amir Zeldes	sahidica.nt	2018-04-01	2.5.0
52548650	ⲏⲓ	dislocated	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_16	Caroline T. Schroeder, Amir Zeldes	sahidica.nt	2018-04-01	2.5.0
52548773	ⲏⲓ	obl	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_16	Caroline T. Schroeder, Amir Zeldes	sahidica.nt	2018-04-01	2.5.0
52551084	ⲏⲓ	conj	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_16	Caroline T. Schroeder, Amir Zeldes	sahidica.nt	2018-04-01	2.5.0
52551170	ⲏⲓ	nmod	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_16	Caroline T. Schroeder, Amir Zeldes	sahidica.nt	2018-04-01	2.5.0
52551372	ⲏⲓ	obl	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_16	Caroline T. Schroeder, Amir Zeldes	sahidica.nt	2018-04-01	2.5.0
52551466	ⲏⲓ	conj	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_16	Caroline T. Schroeder, Amir Zeldes	sahidica.nt	2018-04-01	2.5.0
52552989	ⲏⲓ	obl	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_17	Caroline T. Schroeder, Amir Zeldes	sahidica.nt	2018-04-01	2.5.0
52558178	ⲏⲓ	obl	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_18	Caroline T. Schroeder, Amir Zeldes	sahidica.nt	2018-04-01	2.5.0
52558255	ⲏⲓ	nsubj	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_18	Caroline T. Schroeder, Amir Zeldes	sahidica.nt	2018-04-01	2.5.0
52558332	ⲏⲓ	conj	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_18	Caroline T. Schroeder, Amir Zeldes	sahidica.nt	2018-04-01	2.5.0
52563257	ⲏⲓ	nmod	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_19	Caroline T. Schroeder, Amir Zeldes	sahidica.nt	2018-04-01	2.5.0
52569420	ⲏⲓ	conj	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_20	Caroline T. Schroeder, Amir Zeldes	sahidica.nt	2018-04-01	2.5.0
52572694	ⲏⲓ	obl	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_21	Caroline T. Schroeder, Amir Zeldes	sahidica.nt	2018-04-01	2.5.0
52572922	ⲏⲓ	obl	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_21	Caroline T. Schroeder, Amir Zeldes	sahidica.nt	2018-04-01	2.5.0
52659222	ⲏⲉⲓ	nmod	ⲏⲓ	ⲏⲉⲓ	N	45_Romans_16	Caroline T. Schroeder, Amir Zeldes	sahidica.nt	2018-04-01	2.5.0
52659644	ⲏⲉⲓ	obl	ⲏⲓ	ⲏⲉⲓ	N	45_Romans_16	Caroline T. Schroeder, Amir Zeldes	sahidica.nt	2018-04-01	2.5.0
52659702	ⲏⲓ	parataxis	ⲏⲓ	ⲏⲓ	N	45_Romans_16	Caroline T. Schroeder, Amir Zeldes	sahidica.nt	2018-04-01	2.5.0
52663300	ⲏⲉⲓ	obj	ⲏⲓ	ⲏⲉⲓ	N	46_1_Corinthians_01	Caroline T. Schroeder, Amir Zeldes	sahidica.nt	2018-04-01	2.5.0
52693161	ⲏⲉⲓ	obj	ⲏⲓ	ⲏⲉⲓ	N	46_1_Corinthians_11	Caroline T. Schroeder, Amir Zeldes	sahidica.nt	2018-04-01	2.5.0
52694666	ⲏⲉⲓ	obl	ⲏⲓ	ⲏⲉⲓ	N	46_1_Corinthians_11	Caroline T. Schroeder, Amir Zeldes	sahidica.nt	2018-04-01	2.5.0
52704081	ⲏⲓ	nmod	ⲏⲓ	ⲏⲓ	N	46_1_Corinthians_14	Caroline T. Schroeder, Amir Zeldes	sahidica.nt	2018-04-01	2.5.0
52712662	ⲏⲉⲓ	obj	ⲏⲓ	ⲏⲉⲓ	N	46_1_Corinthians_16	Caroline T. Schroeder, Amir Zeldes	sahidica.nt	2018-04-01	2.5.0
52713176	ⲏⲉⲓ	nmod	ⲏⲓ	ⲏⲉⲓ	N	46_1_Corinthians_16	Caroline T. Schroeder, Amir Zeldes	sahidica.nt	2018-04-01	2.5.0
52723580	ⲏⲓ	nsubj	ⲏⲓ	ⲏⲓ	N	47_2_Corinthians_05	Caroline T. Schroeder, Amir Zeldes	sahidica.nt	2018-04-01	2.5.0
52723686	ⲏⲉⲓ	parataxis	ⲏⲓ	ⲏⲉⲓ	N	47_2_Corinthians_05	Caroline T. Schroeder, Amir Zeldes	sahidica.nt	2018-04-01	2.5.0
52763262	ⲏⲉⲓ	parataxis	ⲏⲓ	ⲏⲉⲓ	N	48_Galatians_06	Caroline T. Schroeder, Amir Zeldes	sahidica.nt	2018-04-01	2.5.0
52769283	ⲏⲉⲓ	obj	ⲏⲓ	ⲏⲉⲓ	N	49_Ephesians_02	Caroline T. Schroeder, Amir Zeldes	sahidica.nt	2018-04-01	2.5.0
52793184	ⲏⲉⲓ	parataxis	ⲏⲓ	ⲏⲉⲓ	N	50_Philippians_04	Caroline T. Schroeder, Amir Zeldes	sahidica.nt	2018-04-01	2.5.0
52804435	ⲏⲓ	nmod	ⲏⲓ	ⲏⲓ	N	51_Colossians_04	Caroline T. Schroeder, Amir Zeldes	sahidica.nt	2018-04-01	2.5.0
52825784	ⲏⲓ	obl	ⲏⲓ	ⲏⲓ	N	54_1_Timothy_03	Caroline T. Schroeder, Amir Zeldes	sahidica.nt	2018-04-01	2.5.0
52825926	ⲏⲉⲓ	nmod	ⲏⲓ	ⲏⲉⲓ	N	54_1_Timothy_03	Caroline T. Schroeder, Amir Zeldes	sahidica.nt	2018-04-01	2.5.0
52826764	ⲏⲉⲓ	conj	ⲏⲓ	ⲏⲉⲓ	N	54_1_Timothy_03	Caroline T. Schroeder, Amir Zeldes	sahidica.nt	2018-04-01	2.5.0
52827035	ⲏⲉⲓ	nmod	ⲏⲓ	ⲏⲉⲓ	N	54_1_Timothy_03	Caroline T. Schroeder, Amir Zeldes	sahidica.nt	2018-04-01	2.5.0
52829388	ⲏⲉⲓ	obj	ⲏⲓ	ⲏⲉⲓ	N	54_1_Timothy_05	Caroline T. Schroeder, Amir Zeldes	sahidica.nt	2018-04-01	2.5.0
52829813	ⲏⲉⲓ	dislocated	ⲏⲓ	ⲏⲉⲓ	N	54_1_Timothy_05	Caroline T. Schroeder, Amir Zeldes	sahidica.nt	2018-04-01	2.5.0
52830379	ⲏⲉⲓ	obj	ⲏⲓ	ⲏⲉⲓ	N	54_1_Timothy_05	Caroline T. Schroeder, Amir Zeldes	sahidica.nt	2018-04-01	2.5.0
52830582	ⲏⲓ	obl	ⲏⲓ	ⲏⲓ	N	54_1_Timothy_05	Caroline T. Schroeder, Amir Zeldes	sahidica.nt	2018-04-01	2.5.0
52836684	ⲏⲉⲓ	obl	ⲏⲓ	ⲏⲉⲓ	N	55_2_Timothy_01	Caroline T. Schroeder, Amir Zeldes	sahidica.nt	2018-04-01	2.5.0
52839087	ⲏⲓ	nmod	ⲏⲓ	ⲏⲓ	N	55_2_Timothy_02	Caroline T. Schroeder, Amir Zeldes	sahidica.nt	2018-04-01	2.5.0
52840534	ⲏⲉⲓ	obl	ⲏⲓ	ⲏⲉⲓ	N	55_2_Timothy_03	Caroline T. Schroeder, Amir Zeldes	sahidica.nt	2018-04-01	2.5.0
52844000	ⲏⲉⲓ	conj	ⲏⲓ	ⲏⲉⲓ	N	55_2_Timothy_04	Caroline T. Schroeder, Amir Zeldes	sahidica.nt	2018-04-01	2.5.0
52845677	ⲏⲉⲓ	obl	ⲏⲓ	ⲏⲉⲓ	N	56_Titus_01	Caroline T. Schroeder, Amir Zeldes	sahidica.nt	2018-04-01	2.5.0
52849904	ⲏⲓ	nmod	ⲏⲓ	ⲏⲓ	N	57_Philemon_01	Caroline T. Schroeder, Amir Zeldes	sahidica.nt	2018-04-01	2.5.0
52856817	ⲏⲉⲓ	nmod	ⲏⲓ	ⲏⲉⲓ	N	58_Hebrews_03	Caroline T. Schroeder, Amir Zeldes	sahidica.nt	2018-04-01	2.5.0
52856922	ⲏⲓ	obl	ⲏⲓ	ⲏⲓ	N	58_Hebrews_03	Caroline T. Schroeder, Amir Zeldes	sahidica.nt	2018-04-01	2.5.0
52856956	ⲏⲉⲓ	root	ⲏⲓ	ⲏⲉⲓ	N	58_Hebrews_03	Caroline T. Schroeder, Amir Zeldes	sahidica.nt	2018-04-01	2.5.0
52857099	ⲏⲉⲓ	nmod	ⲏⲓ	ⲏⲉⲓ	N	58_Hebrews_03	Caroline T. Schroeder, Amir Zeldes	sahidica.nt	2018-04-01	2.5.0
52857193	ⲏⲉⲓ	nmod	ⲏⲓ	ⲏⲉⲓ	N	58_Hebrews_03	Caroline T. Schroeder, Amir Zeldes	sahidica.nt	2018-04-01	2.5.0
52857218	ⲏⲉⲓ	nsubj	ⲏⲓ	ⲏⲉⲓ	N	58_Hebrews_03	Caroline T. Schroeder, Amir Zeldes	sahidica.nt	2018-04-01	2.5.0
52870058	ⲏⲉⲓ	obl	ⲏⲓ	ⲏⲉⲓ	N	58_Hebrews_08	Caroline T. Schroeder, Amir Zeldes	sahidica.nt	2018-04-01	2.5.0
52870082	ⲏⲓ	conj	ⲏⲓ	ⲏⲓ	N	58_Hebrews_08	Caroline T. Schroeder, Amir Zeldes	sahidica.nt	2018-04-01	2.5.0
52870376	ⲏⲉⲓ	obl	ⲏⲓ	ⲏⲉⲓ	N	58_Hebrews_08	Caroline T. Schroeder, Amir Zeldes	sahidica.nt	2018-04-01	2.5.0
52877006	ⲏⲉⲓ	nmod	ⲏⲓ	ⲏⲉⲓ	N	58_Hebrews_10	Caroline T. Schroeder, Amir Zeldes	sahidica.nt	2018-04-01	2.5.0
52880155	ⲏⲓ	obl	ⲏⲓ	ⲏⲓ	N	58_Hebrews_11	Caroline T. Schroeder, Amir Zeldes	sahidica.nt	2018-04-01	2.5.0
52907995	ⲏⲓ	nmod	ⲏⲓ	ⲏⲓ	N	60_1_Peter_02	Caroline T. Schroeder, Amir Zeldes	sahidica.nt	2018-04-01	2.5.0
52915828	ⲏⲓ	obl	ⲏⲓ	ⲏⲓ	N	60_1_Peter_04	Caroline T. Schroeder, Amir Zeldes	sahidica.nt	2018-04-01	2.5.0
52942381	ⲏⲓ	nmod	ⲏⲓ	ⲏⲓ	N	63_2_John_01	Caroline T. Schroeder, Amir Zeldes	sahidica.nt	2018-04-01	2.5.0
57563428	ⲏⲓ	conj	ⲏⲓ	ⲏⲓ	N	01_Genesis_07	Frank Feder, So Miyagawa, Elizabeth Platte, Caroline T. Schroeder, Amir Zeldes	sahidic.ot	2018-11-15	2.6.0
57567014	ⲏⲓ	conj	ⲏⲓ	ⲏⲓ	N	01_Genesis_08	Frank Feder, So Miyagawa, Elizabeth Platte, Caroline T. Schroeder, Amir Zeldes	sahidic.ot	2018-11-15	2.6.0
57568111	ⲏⲓ	nmod	ⲏⲓ	ⲏⲓ	N	01_Genesis_17	Frank Feder, So Miyagawa, Elizabeth Platte, Caroline T. Schroeder, Amir Zeldes	sahidic.ot	2018-11-15	2.6.0
57568245	ⲏⲓ	nmod	ⲏⲓ	ⲏⲓ	N	01_Genesis_17	Frank Feder, So Miyagawa, Elizabeth Platte, Caroline T. Schroeder, Amir Zeldes	sahidic.ot	2018-11-15	2.6.0
57568320	ⲏⲓ	obl	ⲏⲓ	ⲏⲓ	N	01_Genesis_17	Frank Feder, So Miyagawa, Elizabeth Platte, Caroline T. Schroeder, Amir Zeldes	sahidic.ot	2018-11-15	2.6.0
57569197	ⲏⲓ	conj	ⲏⲓ	ⲏⲓ	N	01_Genesis_18	Frank Feder, So Miyagawa, Elizabeth Platte, Caroline T. Schroeder, Amir Zeldes	sahidic.ot	2018-11-15	2.6.0
57577887	ⲏⲓ	obl	ⲏⲓ	ⲏⲓ	N	01_Genesis_24	Frank Feder, So Miyagawa, Elizabeth Platte, Caroline T. Schroeder, Amir Zeldes	sahidic.ot	2018-11-15	2.6.0
57580961	ⲏⲓ	obl	ⲏⲓ	ⲏⲓ	N	01_Genesis_28	Frank Feder, So Miyagawa, Elizabeth Platte, Caroline T. Schroeder, Amir Zeldes	sahidic.ot	2018-11-15	2.6.0
57581086	ⲏⲓ	appos	ⲏⲓ	ⲏⲓ	N	01_Genesis_28	Frank Feder, So Miyagawa, Elizabeth Platte, Caroline T. Schroeder, Amir Zeldes	sahidic.ot	2018-11-15	2.6.0
57581281	ⲏⲓ	obl	ⲏⲓ	ⲏⲓ	N	01_Genesis_29	Frank Feder, So Miyagawa, Elizabeth Platte, Caroline T. Schroeder, Amir Zeldes	sahidic.ot	2018-11-15	2.6.0
57582816	ⲏⲓ	obj	ⲏⲓ	ⲏⲓ	N	01_Genesis_30	Frank Feder, So Miyagawa, Elizabeth Platte, Caroline T. Schroeder, Amir Zeldes	sahidic.ot	2018-11-15	2.6.0
57584831	ⲏⲓ	obl	ⲏⲓ	ⲏⲓ	N	01_Genesis_31	Frank Feder, So Miyagawa, Elizabeth Platte, Caroline T. Schroeder, Amir Zeldes	sahidic.ot	2018-11-15	2.6.0
57584892	ⲏⲓ	obl	ⲏⲓ	ⲏⲓ	N	01_Genesis_31	Frank Feder, So Miyagawa, Elizabeth Platte, Caroline T. Schroeder, Amir Zeldes	sahidic.ot	2018-11-15	2.6.0
57584922	ⲏⲓ	obl	ⲏⲓ	ⲏⲓ	N	01_Genesis_31	Frank Feder, So Miyagawa, Elizabeth Platte, Caroline T. Schroeder, Amir Zeldes	sahidic.ot	2018-11-15	2.6.0
57588052	ⲏⲓ	obl	ⲏⲓ	ⲏⲓ	N	01_Genesis_34	Frank Feder, So Miyagawa, Elizabeth Platte, Caroline T. Schroeder, Amir Zeldes	sahidic.ot	2018-11-15	2.6.0
57588319	ⲏⲓ	nmod	ⲏⲓ	ⲏⲓ	N	01_Genesis_34	Frank Feder, So Miyagawa, Elizabeth Platte, Caroline T. Schroeder, Amir Zeldes	sahidic.ot	2018-11-15	2.6.0
57591703	ⲏⲓ	obl	ⲏⲓ	ⲏⲓ	N	01_Genesis_39	Frank Feder, So Miyagawa, Elizabeth Platte, Caroline T. Schroeder, Amir Zeldes	sahidic.ot	2018-11-15	2.6.0
57592374	ⲏⲓ	obl	ⲏⲓ	ⲏⲓ	N	01_Genesis_39	Frank Feder, So Miyagawa, Elizabeth Platte, Caroline T. Schroeder, Amir Zeldes	sahidic.ot	2018-11-15	2.6.0
57593572	ⲏⲓ	obl	ⲏⲓ	ⲏⲓ	N	01_Genesis_41	Frank Feder, So Miyagawa, Elizabeth Platte, Caroline T. Schroeder, Amir Zeldes	sahidic.ot	2018-11-15	2.6.0
57596838	ⲏⲓ	obl	ⲏⲓ	ⲏⲓ	N	01_Genesis_43	Frank Feder, So Miyagawa, Elizabeth Platte, Caroline T. Schroeder, Amir Zeldes	sahidic.ot	2018-11-15	2.6.0
57597064	ⲏⲓ	obl	ⲏⲓ	ⲏⲓ	N	01_Genesis_43	Frank Feder, So Miyagawa, Elizabeth Platte, Caroline T. Schroeder, Amir Zeldes	sahidic.ot	2018-11-15	2.6.0
57598010	ⲏⲓ	obl	ⲏⲓ	ⲏⲓ	N	01_Genesis_44	Frank Feder, So Miyagawa, Elizabeth Platte, Caroline T. Schroeder, Amir Zeldes	sahidic.ot	2018-11-15	2.6.0
57598954	ⲏⲓ	conj	ⲏⲓ	ⲏⲓ	N	01_Genesis_45	Frank Feder, So Miyagawa, Elizabeth Platte, Caroline T. Schroeder, Amir Zeldes	sahidic.ot	2018-11-15	2.6.0
57601296	ⲏⲓ	nmod	ⲏⲓ	ⲏⲓ	N	01_Genesis_47	Frank Feder, So Miyagawa, Elizabeth Platte, Caroline T. Schroeder, Amir Zeldes	sahidic.ot	2018-11-15	2.6.0
57606249	ⲏⲓ	conj	ⲏⲓ	ⲏⲓ	N	01_Genesis_50	Frank Feder, So Miyagawa, Elizabeth Platte, Caroline T. Schroeder, Amir Zeldes	sahidic.ot	2018-11-15	2.6.0
57606636	ⲏⲉⲓ	obl	ⲏⲓ	ⲏⲉⲓ	N	02_Exodus_01	Frank Feder, So Miyagawa, Elizabeth Platte, Caroline T. Schroeder, Amir Zeldes	sahidic.ot	2018-11-15	2.6.0
57626090	ⲏⲉⲓ	obl	ⲏⲓ	ⲏⲉⲓ	N	02_Exodus_06	Frank Feder, So Miyagawa, Elizabeth Platte, Caroline T. Schroeder, Amir Zeldes	sahidic.ot	2018-11-15	2.6.0
57626300	ⲏⲓ	nmod	ⲏⲓ	ⲏⲓ	N	02_Exodus_06	Frank Feder, So Miyagawa, Elizabeth Platte, Caroline T. Schroeder, Amir Zeldes	sahidic.ot	2018-11-15	2.6.0
57626484	ⲏⲉⲓ	obl	ⲏⲓ	ⲏⲉⲓ	N	02_Exodus_06	Frank Feder, So Miyagawa, Elizabeth Platte, Caroline T. Schroeder, Amir Zeldes	sahidic.ot	2018-11-15	2.6.0
57626638	ⲏⲉⲓ	nsubj	ⲏⲓ	ⲏⲉⲓ	N	02_Exodus_06	Frank Feder, So Miyagawa, Elizabeth Platte, Caroline T. Schroeder, Amir Zeldes	sahidic.ot	2018-11-15	2.6.0
57631307	ⲏⲉⲓ	obl	ⲏⲓ	ⲏⲉⲓ	N	02_Exodus_07	Frank Feder, So Miyagawa, Elizabeth Platte, Caroline T. Schroeder, Amir Zeldes	sahidic.ot	2018-11-15	2.6.0
57631888	ⲏⲉⲓ	obl	ⲏⲓ	ⲏⲉⲓ	N	02_Exodus_07	Frank Feder, So Miyagawa, Elizabeth Platte, Caroline T. Schroeder, Amir Zeldes	sahidic.ot	2018-11-15	2.6.0
57631973	ⲏⲉⲓ	obl	ⲏⲓ	ⲏⲉⲓ	N	02_Exodus_07	Frank Feder, So Miyagawa, Elizabeth Platte, Caroline T. Schroeder, Amir Zeldes	sahidic.ot	2018-11-15	2.6.0
57632837	ⲏⲉⲓ	conj	ⲏⲓ	ⲏⲉⲓ	N	02_Exodus_08	Frank Feder, So Miyagawa, Elizabeth Platte, Caroline T. Schroeder, Amir Zeldes	sahidic.ot	2018-11-15	2.6.0
57633038	ⲏⲉⲓ	obl	ⲏⲓ	ⲏⲉⲓ	N	02_Exodus_08	Frank Feder, So Miyagawa, Elizabeth Platte, Caroline T. Schroeder, Amir Zeldes	sahidic.ot	2018-11-15	2.6.0
57633374	ⲏⲉⲓ	obl	ⲏⲓ	ⲏⲉⲓ	N	02_Exodus_08	Frank Feder, So Miyagawa, Elizabeth Platte, Caroline T. Schroeder, Amir Zeldes	sahidic.ot	2018-11-15	2.6.0
57634744	ⲏⲉⲓ	conj	ⲏⲓ	ⲏⲉⲓ	N	02_Exodus_08	Frank Feder, So Miyagawa, Elizabeth Platte, Caroline T. Schroeder, Amir Zeldes	sahidic.ot	2018-11-15	2.6.0
57634785	ⲏⲉⲓ	obl	ⲏⲓ	ⲏⲉⲓ	N	02_Exodus_08	Frank Feder, So Miyagawa, Elizabeth Platte, Caroline T. Schroeder, Amir Zeldes	sahidic.ot	2018-11-15	2.6.0
57635256	ⲏⲉⲓ	obl	ⲏⲓ	ⲏⲉⲓ	N	02_Exodus_08	Frank Feder, So Miyagawa, Elizabeth Platte, Caroline T. Schroeder, Amir Zeldes	sahidic.ot	2018-11-15	2.6.0
57635285	ⲏⲉⲓ	conj	ⲏⲓ	ⲏⲉⲓ	N	02_Exodus_08	Frank Feder, So Miyagawa, Elizabeth Platte, Caroline T. Schroeder, Amir Zeldes	sahidic.ot	2018-11-15	2.6.0
57639322	ⲏⲉⲓ	obl	ⲏⲓ	ⲏⲉⲓ	N	02_Exodus_09	Frank Feder, So Miyagawa, Elizabeth Platte, Caroline T. Schroeder, Amir Zeldes	sahidic.ot	2018-11-15	2.6.0
57639489	ⲏⲉⲓ	nmod	ⲏⲓ	ⲏⲉⲓ	N	02_Exodus_09	Frank Feder, So Miyagawa, Elizabeth Platte, Caroline T. Schroeder, Amir Zeldes	sahidic.ot	2018-11-15	2.6.0
57642434	ⲏⲉⲓ	dislocated	ⲏⲓ	ⲏⲉⲓ	N	02_Exodus_10	Frank Feder, So Miyagawa, Elizabeth Platte, Caroline T. Schroeder, Amir Zeldes	sahidic.ot	2018-11-15	2.6.0
57642447	ⲏⲓ	conj	ⲏⲓ	ⲏⲓ	N	02_Exodus_10	Frank Feder, So Miyagawa, Elizabeth Platte, Caroline T. Schroeder, Amir Zeldes	sahidic.ot	2018-11-15	2.6.0
57642469	ⲏⲓ	conj	ⲏⲓ	ⲏⲓ	N	02_Exodus_10	Frank Feder, So Miyagawa, Elizabeth Platte, Caroline T. Schroeder, Amir Zeldes	sahidic.ot	2018-11-15	2.6.0
57648381	ⲏⲉⲓ	obl	ⲏⲓ	ⲏⲉⲓ	N	02_Exodus_12	Frank Feder, So Miyagawa, Elizabeth Platte, Caroline T. Schroeder, Amir Zeldes	sahidic.ot	2018-11-15	2.6.0
57648427	ⲏⲉⲓ	obl	ⲏⲓ	ⲏⲉⲓ	N	02_Exodus_12	Frank Feder, So Miyagawa, Elizabeth Platte, Caroline T. Schroeder, Amir Zeldes	sahidic.ot	2018-11-15	2.6.0
57648457	ⲏⲉⲓ	nmod	ⲏⲓ	ⲏⲉⲓ	N	02_Exodus_12	Frank Feder, So Miyagawa, Elizabeth Platte, Caroline T. Schroeder, Amir Zeldes	sahidic.ot	2018-11-15	2.6.0
57648959	ⲏⲉⲓ	conj	ⲏⲓ	ⲏⲉⲓ	N	02_Exodus_12	Frank Feder, So Miyagawa, Elizabeth Platte, Caroline T. Schroeder, Amir Zeldes	sahidic.ot	2018-11-15	2.6.0
57649745	ⲏⲉⲓ	nmod	ⲏⲓ	ⲏⲉⲓ	N	02_Exodus_12	Frank Feder, So Miyagawa, Elizabeth Platte, Caroline T. Schroeder, Amir Zeldes	sahidic.ot	2018-11-15	2.6.0
57650133	ⲏⲉⲓ	obl	ⲏⲓ	ⲏⲉⲓ	N	02_Exodus_12	Frank Feder, So Miyagawa, Elizabeth Platte, Caroline T. Schroeder, Amir Zeldes	sahidic.ot	2018-11-15	2.6.0
57650762	ⲏⲉⲓ	nmod	ⲏⲓ	ⲏⲉⲓ	N	02_Exodus_12	Frank Feder, So Miyagawa, Elizabeth Platte, Caroline T. Schroeder, Amir Zeldes	sahidic.ot	2018-11-15	2.6.0
57651336	ⲏⲉⲓ	nmod	ⲏⲓ	ⲏⲉⲓ	N	02_Exodus_12	Frank Feder, So Miyagawa, Elizabeth Platte, Caroline T. Schroeder, Amir Zeldes	sahidic.ot	2018-11-15	2.6.0
57651538	ⲏⲉⲓ	advcl	ⲏⲓ	ⲏⲉⲓ	N	02_Exodus_12	Frank Feder, So Miyagawa, Elizabeth Platte, Caroline T. Schroeder, Amir Zeldes	sahidic.ot	2018-11-15	2.6.0
57651903	ⲏⲉⲓ	obl	ⲏⲓ	ⲏⲉⲓ	N	02_Exodus_12	Frank Feder, So Miyagawa, Elizabeth Platte, Caroline T. Schroeder, Amir Zeldes	sahidic.ot	2018-11-15	2.6.0
57651950	ⲏⲉⲓ	obl	ⲏⲓ	ⲏⲉⲓ	N	02_Exodus_12	Frank Feder, So Miyagawa, Elizabeth Platte, Caroline T. Schroeder, Amir Zeldes	sahidic.ot	2018-11-15	2.6.0
57652542	ⲏⲉⲓ	nsubj	ⲏⲓ	ⲏⲉⲓ	N	02_Exodus_12	Frank Feder, So Miyagawa, Elizabeth Platte, Caroline T. Schroeder, Amir Zeldes	sahidic.ot	2018-11-15	2.6.0
57654371	ⲏⲉⲓ	obl	ⲏⲓ	ⲏⲉⲓ	N	02_Exodus_12	Frank Feder, So Miyagawa, Elizabeth Platte, Caroline T. Schroeder, Amir Zeldes	sahidic.ot	2018-11-15	2.6.0
57654432	ⲏⲉⲓ	nmod	ⲏⲓ	ⲏⲉⲓ	N	02_Exodus_12	Frank Feder, So Miyagawa, Elizabeth Platte, Caroline T. Schroeder, Amir Zeldes	sahidic.ot	2018-11-15	2.6.0
57655356	ⲏⲉⲓ	obl	ⲏⲓ	ⲏⲉⲓ	N	02_Exodus_13	Frank Feder, So Miyagawa, Elizabeth Platte, Caroline T. Schroeder, Amir Zeldes	sahidic.ot	2018-11-15	2.6.0
57657004	ⲏⲉⲓ	nmod	ⲏⲓ	ⲏⲉⲓ	N	02_Exodus_13	Frank Feder, So Miyagawa, Elizabeth Platte, Caroline T. Schroeder, Amir Zeldes	sahidic.ot	2018-11-15	2.6.0
57670892	ⲏⲓ	obl	ⲏⲓ	ⲏⲓ	N	02_Exodus_16	Frank Feder, So Miyagawa, Elizabeth Platte, Caroline T. Schroeder, Amir Zeldes	sahidic.ot	2018-11-15	2.6.0
57678548	ⲏⲓ	obl	ⲏⲓ	ⲏⲓ	N	02_Exodus_19	Frank Feder, So Miyagawa, Elizabeth Platte, Caroline T. Schroeder, Amir Zeldes	sahidic.ot	2018-11-15	2.6.0
