1_id	1_span	1_anno_scriptorium:func	1_anno_scriptorium:lemma	1_anno_scriptorium:norm	1_anno_scriptorium:pos	1_meta_annis:doc	1_meta_version_date	1_meta_version_n	2_id	2_span	2_anno_scriptorium:func	2_anno_scriptorium:lemma	2_anno_scriptorium:norm	2_anno_scriptorium:pos
61938158	ⲓ︤ⲏ︦ⲗ︥	nmod	ⲓⲥⲣⲁⲏⲗ	ⲓⲥⲣⲁⲏⲗ	NPROP	XJ77-86	2019-09-30	3.0.0	61938166	ⲁⲩⲱ	cc	ⲁⲩⲱ	ⲁⲩⲱ	CONJ
61938158	ⲓ︤ⲏ︦ⲗ︥	nmod	ⲓⲥⲣⲁⲏⲗ	ⲓⲥⲣⲁⲏⲗ	NPROP	XJ77-86	2019-09-30	3.0.0	61938172	ⲟⲛ	advmod	ⲟⲛ	ⲟⲛ	ADV
61938158	ⲓ︤ⲏ︦ⲗ︥	nmod	ⲓⲥⲣⲁⲏⲗ	ⲓⲥⲣⲁⲏⲗ	NPROP	XJ77-86	2019-09-30	3.0.0	61938178	ϫⲉ	mark	ϫⲉ	ϫⲉ	CONJ
61938158	ⲓ︤ⲏ︦ⲗ︥	nmod	ⲓⲥⲣⲁⲏⲗ	ⲓⲥⲣⲁⲏⲗ	NPROP	XJ77-86	2019-09-30	3.0.0	61938183	ϯ	nsubj	ⲁⲛⲟⲕ	ϯ	PPERS
61938356	ⲉϫ︤ⲙ︥	case	ⲉϫⲛ	ⲉϫⲙ	PREP	XJ77-86	2019-09-30	3.0.0	61938377	ⲓ︤ⲏ︦ⲗ︥	nmod	ⲓⲥⲣⲁⲏⲗ	ⲓⲥⲣⲁⲏⲗ	NPROP
61938361	ⲡ	det	ⲡ	ⲡ	ART	XJ77-86	2019-09-30	3.0.0	61938377	ⲓ︤ⲏ︦ⲗ︥	nmod	ⲓⲥⲣⲁⲏⲗ	ⲓⲥⲣⲁⲏⲗ	NPROP
61938365	ⲏⲓ̈	nmod	ⲏⲓ	ⲏⲓ	N	XJ77-86	2019-09-30	3.0.0	61938377	ⲓ︤ⲏ︦ⲗ︥	nmod	ⲓⲥⲣⲁⲏⲗ	ⲓⲥⲣⲁⲏⲗ	NPROP
61938368	ⲙ̄	case	ⲛ	ⲙ	PREP	XJ77-86	2019-09-30	3.0.0	61938377	ⲓ︤ⲏ︦ⲗ︥	nmod	ⲓⲥⲣⲁⲏⲗ	ⲓⲥⲣⲁⲏⲗ	NPROP
61938373	ⲡ	det	ⲡ	ⲡ	ART	XJ77-86	2019-09-30	3.0.0	61938377	ⲓ︤ⲏ︦ⲗ︥	nmod	ⲓⲥⲣⲁⲏⲗ	ⲓⲥⲣⲁⲏⲗ	NPROP
61938377	ⲓ︤ⲏ︦ⲗ︥	nmod	ⲓⲥⲣⲁⲏⲗ	ⲓⲥⲣⲁⲏⲗ	NPROP	XJ77-86	2019-09-30	3.0.0	61938380	ⲡⲉϫⲉ	parataxis	ⲡⲉϫⲉ	ⲡⲉϫⲉ	VBD
61938377	ⲓ︤ⲏ︦ⲗ︥	nmod	ⲓⲥⲣⲁⲏⲗ	ⲓⲥⲣⲁⲏⲗ	NPROP	XJ77-86	2019-09-30	3.0.0	61938387	ⲁⲇⲱ ⲛⲁⲓ	nsubj	ⲁⲇⲱⲛⲁⲓ	ⲁⲇⲱⲛⲁⲓ	NPROP
61938377	ⲓ︤ⲏ︦ⲗ︥	nmod	ⲓⲥⲣⲁⲏⲗ	ⲓⲥⲣⲁⲏⲗ	NPROP	XJ77-86	2019-09-30	3.0.0	61938392	ⲡ	det	ⲡ	ⲡ	ART
61938377	ⲓ︤ⲏ︦ⲗ︥	nmod	ⲓⲥⲣⲁⲏⲗ	ⲓⲥⲣⲁⲏⲗ	NPROP	XJ77-86	2019-09-30	3.0.0	61938397	ϫⲟⲉⲓⲥ	appos	ϫⲟⲉⲓⲥ	ϫⲟⲉⲓⲥ	N
