1_id	1_span	1_anno_scriptorium::func	1_anno_scriptorium::lemma	1_anno_scriptorium::norm	1_anno_scriptorium::pos	2_id	2_span	2_anno_scriptorium::func	2_anno_scriptorium::lemma	2_anno_scriptorium::norm	2_anno_scriptorium::pos
salt:/life.cyrus/life.cyrus.01#sSpan1092		appos	ⲡⲣⲉⲥⲃⲩⲧⲉⲣⲟⲥ	ⲡⲣⲉⲥⲃⲩⲧⲉⲣⲟⲥ	N	salt:/life.cyrus/life.cyrus.01#sSpan1108		nmod	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP
salt:/life.cyrus/life.cyrus.01#sSpan1094		case	ⲛ	ⲛ	PREP	salt:/life.cyrus/life.cyrus.01#sSpan1108		nmod	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP
salt:/life.cyrus/life.cyrus.01#sSpan1099		det	ⲡ	ⲧ	ART	salt:/life.cyrus/life.cyrus.01#sSpan1108		nmod	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP
salt:/life.cyrus/life.cyrus.01#sSpan1102		nmod	ⲉⲕⲕⲗⲏⲥⲓⲁ	ⲉⲕⲕⲗⲏⲥⲓⲁ	N	salt:/life.cyrus/life.cyrus.01#sSpan1108		nmod	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP
salt:/life.cyrus/life.cyrus.01#sSpan1104	ⲛ̅	case	ⲛ	ⲛ	PREP	salt:/life.cyrus/life.cyrus.01#sSpan1108	ϣⲓⲏⲧ	nmod	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP
salt:/life.cyrus/life.cyrus.01#sSpan1108	ϣⲓⲏⲧ	nmod	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP	salt:/life.cyrus/life.cyrus.01#sSpan1110	ⲡ	det	ⲡ	ⲡ	ART
salt:/life.cyrus/life.cyrus.01#sSpan1108		nmod	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP	salt:/life.cyrus/life.cyrus.01#sSpan1114		appos	ⲛⲟϭ	ⲛⲟϭ	N
salt:/life.cyrus/life.cyrus.01#sSpan1108		nmod	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP	salt:/life.cyrus/life.cyrus.01#sSpan1116		case	ⲛ	ⲛ	PREP
salt:/life.cyrus/life.cyrus.01#sSpan1108		nmod	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP	salt:/life.cyrus/life.cyrus.01#sSpan1120		nmod	ϫⲟⲓ	ϫⲟⲓ	N
salt:/life.cyrus/life.cyrus.01#sSpan1108		nmod	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP	salt:/life.cyrus/life.cyrus.01#sSpan1122		mark	ⲉⲧⲉⲣⲉ	ⲉⲧ	CREL
salt:/life.cyrus/life.cyrus.01#sSpan2180		case	ⲛ	ⲛ	PREP	salt:/life.cyrus/life.cyrus.01#sSpan2198		nmod	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP
salt:/life.cyrus/life.cyrus.01#sSpan2184		det	ⲡ	ⲧ	ART	salt:/life.cyrus/life.cyrus.01#sSpan2198		nmod	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP
salt:/life.cyrus/life.cyrus.01#sSpan2187		nmod	ⲉⲕⲕⲗⲏⲥⲓⲁ	ⲉⲕⲕⲗⲏⲥⲓⲁ	N	salt:/life.cyrus/life.cyrus.01#sSpan2198		nmod	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP
salt:/life.cyrus/life.cyrus.01#sSpan2189		punct	·	·	PUNCT	salt:/life.cyrus/life.cyrus.01#sSpan2198		nmod	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP
salt:/life.cyrus/life.cyrus.01#sSpan2193	ⲛ̅	case	ⲛ	ⲛ	PREP	salt:/life.cyrus/life.cyrus.01#sSpan2198	ϣⲓⲏⲧ	nmod	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP
salt:/life.cyrus/life.cyrus.01#sSpan2198	ϣⲓⲏⲧ	nmod	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP	salt:/life.cyrus/life.cyrus.01#sSpan2200	·	punct	·	·	PUNCT
salt:/life.cyrus/life.cyrus.01#sSpan2198		nmod	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP	salt:/life.cyrus/life.cyrus.01#sSpan2204		cc	ⲁⲩⲱ	ⲁⲩⲱ	CONJ
salt:/life.cyrus/life.cyrus.01#sSpan2198		nmod	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP	salt:/life.cyrus/life.cyrus.01#sSpan2208		det	ⲡ	ⲡ	ART
salt:/life.cyrus/life.cyrus.01#sSpan2198		nmod	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP	salt:/life.cyrus/life.cyrus.01#sSpan2212		conj	ⲛⲟϭ	ⲛⲟϭ	N
salt:/life.cyrus/life.cyrus.01#sSpan2198		nmod	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP	salt:/life.cyrus/life.cyrus.01#sSpan2214		case	ⲛ	ⲛ	PREP
salt:/life.cyrus/life.cyrus.01#sSpan3599		case	ⲛ	ⲛ	PREP	salt:/life.cyrus/life.cyrus.01#sSpan3616		nmod	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP
salt:/life.cyrus/life.cyrus.01#sSpan3603		det	ⲡ	ⲧ	ART	salt:/life.cyrus/life.cyrus.01#sSpan3616		nmod	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP
salt:/life.cyrus/life.cyrus.01#sSpan3606		nmod	ⲉⲕⲕⲗⲏⲥⲓⲁ	ⲉⲕⲕⲗⲏⲥⲓⲁ	N	salt:/life.cyrus/life.cyrus.01#sSpan3616		nmod	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP
salt:/life.cyrus/life.cyrus.01#sSpan3608		punct	·	·	PUNCT	salt:/life.cyrus/life.cyrus.01#sSpan3616		nmod	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP
salt:/life.cyrus/life.cyrus.01#sSpan3612	ⲛ̅	case	ⲛ	ⲛ	PREP	salt:/life.cyrus/life.cyrus.01#sSpan3616	ϣⲓⲏⲧ	nmod	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP
salt:/life.cyrus/life.cyrus.01#sSpan3616	ϣⲓⲏⲧ	nmod	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP	salt:/life.cyrus/life.cyrus.01#sSpan3618	·	punct	·	·	PUNCT
salt:/life.cyrus/life.cyrus.01#sSpan3616		nmod	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP	salt:/life.cyrus/life.cyrus.01#sSpan3622		advmod	ⲧⲉⲛⲟⲩ	ⲧⲉⲛⲟⲩ	ADV
salt:/life.cyrus/life.cyrus.01#sSpan3616		nmod	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP	salt:/life.cyrus/life.cyrus.01#sSpan3629		advmod	ⲇⲉ	ⲇⲉ	PTC
salt:/life.cyrus/life.cyrus.01#sSpan3616		nmod	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP	salt:/life.cyrus/life.cyrus.01#sSpan3633		advmod	ⲙⲉϣⲁⲕ	ⲙⲉϣⲁⲕ	ADV
salt:/life.cyrus/life.cyrus.01#sSpan3616		nmod	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP	salt:/life.cyrus/life.cyrus.01#sSpan3638		discourse	ⲱ	ⲱ	PTC
salt:/life.cyrus/life.cyrus.01#sSpan4538		case	ⲛ	ⲛ	PREP	salt:/life.cyrus/life.cyrus.01#sSpan4555		nmod	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP
salt:/life.cyrus/life.cyrus.01#sSpan4542		det	ⲡ	ⲧ	ART	salt:/life.cyrus/life.cyrus.01#sSpan4555		nmod	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP
salt:/life.cyrus/life.cyrus.01#sSpan4545		nmod	ⲉⲕⲕⲗⲏⲥⲓⲁ	ⲉⲕⲕⲗⲏⲥⲓⲁ	N	salt:/life.cyrus/life.cyrus.01#sSpan4555		nmod	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP
salt:/life.cyrus/life.cyrus.01#sSpan4547		punct	·	·	PUNCT	salt:/life.cyrus/life.cyrus.01#sSpan4555		nmod	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP
salt:/life.cyrus/life.cyrus.01#sSpan4551	ⲛ̅	case	ⲛ	ⲛ	PREP	salt:/life.cyrus/life.cyrus.01#sSpan4555	ϣⲓⲏⲧ	nmod	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP
salt:/life.cyrus/life.cyrus.01#sSpan4555	ϣⲓⲏⲧ	nmod	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP	salt:/life.cyrus/life.cyrus.01#sSpan4557	ⲁⲩⲱ	cc	ⲁⲩⲱ	ⲁⲩⲱ	CONJ
salt:/life.cyrus/life.cyrus.01#sSpan4555		nmod	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP	salt:/life.cyrus/life.cyrus.01#sSpan4561		det	ⲡ	ⲡ	ART
salt:/life.cyrus/life.cyrus.01#sSpan4555		nmod	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP	salt:/life.cyrus/life.cyrus.01#sSpan4565		conj	ⲛⲟϭ	ⲛⲟϭ	N
salt:/life.cyrus/life.cyrus.01#sSpan4555		nmod	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP	salt:/life.cyrus/life.cyrus.01#sSpan4567		case	ⲛ	ⲛ	PREP
salt:/life.cyrus/life.cyrus.01#sSpan4555		nmod	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP	salt:/life.cyrus/life.cyrus.01#sSpan4571		nmod	ϫⲟⲓ	ϫⲟⲓ	N
salt:/life.cyrus/life.cyrus.01#sSpan6467		appos	ⲡⲣⲉⲥⲃⲩⲧⲉⲣⲟⲥ	ⲡⲣⲉⲥⲃⲩⲧⲉⲣⲟⲥ	N	salt:/life.cyrus/life.cyrus.01#sSpan6483		nmod	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP
salt:/life.cyrus/life.cyrus.01#sSpan6469		case	ⲛ	ⲛ	PREP	salt:/life.cyrus/life.cyrus.01#sSpan6483		nmod	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP
salt:/life.cyrus/life.cyrus.01#sSpan6473		det	ⲡ	ⲧ	ART	salt:/life.cyrus/life.cyrus.01#sSpan6483		nmod	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP
salt:/life.cyrus/life.cyrus.01#sSpan6477		nmod	ⲉⲕⲕⲗⲏⲥⲓⲁ	ⲉⲕⲕⲗⲏⲥⲓⲁ	N	salt:/life.cyrus/life.cyrus.01#sSpan6483		nmod	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP
salt:/life.cyrus/life.cyrus.01#sSpan6479	ⲛ̅	case	ⲛ	ⲛ	PREP	salt:/life.cyrus/life.cyrus.01#sSpan6483	ϣⲓⲏⲧ	nmod	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP
salt:/life.cyrus/life.cyrus.01#sSpan6483	ϣⲓⲏⲧ	nmod	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP	salt:/life.cyrus/life.cyrus.01#sSpan6485	⁛—	punct	⁛—	⁛—	PUNCT
salt:/life.cyrus/life.cyrus.02#sSpan4705		root	ⲃⲱⲕ	ⲃⲱⲕ	V	salt:/life.cyrus/life.cyrus.02#sSpan4721		obl	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP
salt:/life.cyrus/life.cyrus.02#sSpan4708		case	ⲉ	ⲉ	PREP	salt:/life.cyrus/life.cyrus.02#sSpan4721		obl	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP
salt:/life.cyrus/life.cyrus.02#sSpan4712		det	ⲡⲁ	ⲡⲁ	PPOS	salt:/life.cyrus/life.cyrus.02#sSpan4721		obl	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP
salt:/life.cyrus/life.cyrus.02#sSpan4715		obl	ⲙⲟⲛⲁⲥⲧⲏⲣⲓⲟⲛ	ⲙⲟⲛⲁⲥⲧⲏⲣⲓⲟⲛ	N	salt:/life.cyrus/life.cyrus.02#sSpan4721		obl	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP
salt:/life.cyrus/life.cyrus.02#sSpan4717	ϩⲛ̅	case	ϩⲛ	ϩⲛ	PREP	salt:/life.cyrus/life.cyrus.02#sSpan4721	ϣⲓⲏⲧ	obl	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP
salt:/life.cyrus/life.cyrus.02#sSpan4721	ϣⲓⲏⲧ	obl	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP	salt:/life.cyrus/life.cyrus.02#sSpan4723	ⲁ	aux	ⲁ	ⲁ	APST
salt:/life.cyrus/life.cyrus.02#sSpan4721		obl	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP	salt:/life.cyrus/life.cyrus.02#sSpan4728		nsubj	ⲁⲛⲟⲕ	ⲓ	PPERS
salt:/life.cyrus/life.cyrus.02#sSpan4721		obl	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP	salt:/life.cyrus/life.cyrus.02#sSpan4730		parataxis	ⲥϩⲁⲓ	ⲥϩⲁⲓ	V
salt:/life.cyrus/life.cyrus.02#sSpan4721		obl	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP	salt:/life.cyrus/life.cyrus.02#sSpan4732		case	ⲛ	ⲙ	PREP
salt:/life.cyrus/life.cyrus.02#sSpan4721		obl	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP	salt:/life.cyrus/life.cyrus.02#sSpan4736		det	ⲡ	ⲡ	ART
salt:/life.cyrus/life.cyrus.02#sSpan4775		obj	ⲛⲧⲟϥ	ϥ	PPERO	salt:/life.cyrus/life.cyrus.02#sSpan4790		nmod	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP
salt:/life.cyrus/life.cyrus.02#sSpan4777		case	ϩⲛ	ϩⲛ	PREP	salt:/life.cyrus/life.cyrus.02#sSpan4790		nmod	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP
salt:/life.cyrus/life.cyrus.02#sSpan4781		det	ⲡ	ⲧ	ART	salt:/life.cyrus/life.cyrus.02#sSpan4790		nmod	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP
salt:/life.cyrus/life.cyrus.02#sSpan4784		obl	ⲉⲕⲕⲗⲏⲥⲓⲁ	ⲉⲕⲕⲗⲏⲥⲓⲁ	N	salt:/life.cyrus/life.cyrus.02#sSpan4790		nmod	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP
salt:/life.cyrus/life.cyrus.02#sSpan4786	ⲛ̅	case	ⲛ	ⲛ	PREP	salt:/life.cyrus/life.cyrus.02#sSpan4790	ϣⲓⲏⲧ	nmod	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP
salt:/life.cyrus/life.cyrus.02#sSpan4790	ϣⲓⲏⲧ	nmod	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP	salt:/life.cyrus/life.cyrus.02#sSpan4792	·	punct	·	·	PUNCT
salt:/life.cyrus/life.cyrus.02#sSpan4790		nmod	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP	salt:/life.cyrus/life.cyrus.02#sSpan4796		mark	ⲉⲣⲉ	ⲉ	CCIRC
salt:/life.cyrus/life.cyrus.02#sSpan4790		nmod	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP	salt:/life.cyrus/life.cyrus.02#sSpan4800		nsubj	ⲛⲧⲟⲟⲩ	ⲩ	PPERS
salt:/life.cyrus/life.cyrus.02#sSpan4790		nmod	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP	salt:/life.cyrus/life.cyrus.02#sSpan4802		advcl	ϩⲏⲩ	ϩⲏⲩ	VSTAT
salt:/life.cyrus/life.cyrus.02#sSpan4790		nmod	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP	salt:/life.cyrus/life.cyrus.02#sSpan4804		case	ⲙⲛ	ⲙⲛ	PREP
salt:/life.onnophrius/life.onnophrius.04#sSpan4587		det	ⲡⲉⲩ	ⲡⲉⲩ	PPOS	salt:/life.onnophrius/life.onnophrius.04#sSpan4603		nsubj	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP
salt:/life.onnophrius/life.onnophrius.04#sSpan4591		conj	ⲙⲁ	ⲙⲁ	N	salt:/life.onnophrius/life.onnophrius.04#sSpan4603		nsubj	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP
salt:/life.onnophrius/life.onnophrius.04#sSpan4593		case	ⲛ	ⲛ	PREP	salt:/life.onnophrius/life.onnophrius.04#sSpan4603		nsubj	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP
salt:/life.onnophrius/life.onnophrius.04#sSpan4597		nmod	ϣⲱⲡⲉ	ϣⲱⲡⲉ	N	salt:/life.onnophrius/life.onnophrius.04#sSpan4603		nsubj	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP
salt:/life.onnophrius/life.onnophrius.04#sSpan4599	ⲡⲉ	cop	ⲡⲉ	ⲡⲉ	COP	salt:/life.onnophrius/life.onnophrius.04#sSpan4603	ϣⲓⲏⲧ	nsubj	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP
salt:/life.onnophrius/life.onnophrius.04#sSpan4603	ϣⲓⲏⲧ	nsubj	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP	salt:/life.onnophrius/life.onnophrius.04#sSpan4607	·	punct	·	·	PUNCT
salt:/life.onnophrius/life.onnophrius.04#sSpan4603		nsubj	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP	salt:/life.onnophrius/life.onnophrius.04#sSpan4611		aux	ⲁ	ⲁ	APST
salt:/life.onnophrius/life.onnophrius.04#sSpan4603		nsubj	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP	salt:/life.onnophrius/life.onnophrius.04#sSpan4617		nsubj	ⲛⲧⲟⲟⲩ	ⲩ	PPERS
salt:/life.onnophrius/life.onnophrius.04#sSpan4603		nsubj	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP	salt:/life.onnophrius/life.onnophrius.04#sSpan4619		root	ϭⲉⲡⲏ	ϭⲉⲡⲏ	V
salt:/life.onnophrius/life.onnophrius.04#sSpan4603		nsubj	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP	salt:/life.onnophrius/life.onnophrius.04#sSpan4623		advmod	ⲇⲉ	ⲇⲉ	PTC
salt:/life.onnophrius/life.onnophrius.04#sSpan4716		aux	ⲁ	ⲁ	APST	salt:/life.onnophrius/life.onnophrius.04#sSpan4732		obl	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP
salt:/life.onnophrius/life.onnophrius.04#sSpan4722		nsubj	ⲛⲧⲟⲟⲩ	ⲩ	PPERS	salt:/life.onnophrius/life.onnophrius.04#sSpan4732		obl	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP
salt:/life.onnophrius/life.onnophrius.04#sSpan4724		root	ϫⲟⲟⲩ	ϫⲟⲟⲩ	V	salt:/life.onnophrius/life.onnophrius.04#sSpan4732		obl	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP
salt:/life.onnophrius/life.onnophrius.04#sSpan4726		obj	ⲛⲧⲟϥ	ϥ	PPERO	salt:/life.onnophrius/life.onnophrius.04#sSpan4732		obl	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP
salt:/life.onnophrius/life.onnophrius.04#sSpan4728	ⲉ	case	ⲉ	ⲉ	PREP	salt:/life.onnophrius/life.onnophrius.04#sSpan4732	ϣⲓⲏⲧ	obl	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP
salt:/life.onnophrius/life.onnophrius.04#sSpan4732	ϣⲓⲏⲧ	obl	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP	salt:/life.onnophrius/life.onnophrius.04#sSpan4734	·	punct	·	·	PUNCT
salt:/life.onnophrius/life.onnophrius.04#sSpan4732		obl	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP	salt:/life.onnophrius/life.onnophrius.04#sSpan4738		aux	ⲁ	ⲁ	APST
salt:/life.onnophrius/life.onnophrius.04#sSpan4732		obl	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP	salt:/life.onnophrius/life.onnophrius.04#sSpan4744		nsubj	ⲛⲧⲟⲟⲩ	ⲩ	PPERS
salt:/life.onnophrius/life.onnophrius.04#sSpan4732		obl	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP	salt:/life.onnophrius/life.onnophrius.04#sSpan4746		root	ⲕⲱ	ⲕⲁⲁ	V
salt:/life.onnophrius/life.onnophrius.04#sSpan4732		obl	ϣⲓⲏⲧ	ϣⲓⲏⲧ	NPROP	salt:/life.onnophrius/life.onnophrius.04#sSpan4748		obj	ⲛⲧⲟϥ	ϥ	PPERO

