1_id	1_span	1_anno_scriptorium:func	1_anno_scriptorium:lang	1_anno_scriptorium:lemma	1_anno_scriptorium:norm	1_anno_scriptorium:pos	1_meta_annis:doc	2_id	2_span	2_anno_scriptorium:func	2_anno_scriptorium:lang	2_anno_scriptorium:lemma	2_anno_scriptorium:norm	2_anno_scriptorium:pos
52499334	ϩⲙ	case	'NULL'	ϩⲛ	ϩⲙ	PREP	44_Acts_of_the_Apostles_07	52499344	ⲏⲓ	nmod	'NULL'	ⲏⲓ	ⲏⲓ	N
52499339	ⲡ	det	'NULL'	ⲡ	ⲡ	ART	44_Acts_of_the_Apostles_07	52499344	ⲏⲓ	nmod	'NULL'	ⲏⲓ	ⲏⲓ	N
52499344	ⲏⲓ	nmod	'NULL'	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_07	52499347	ⲙ	case	'NULL'	ⲛ	ⲙ	PREP
52499344	ⲏⲓ	nmod	'NULL'	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_07	52499352	ⲡⲉϥ	det	'NULL'	ⲡⲉϥ	ⲡⲉϥ	PPOS
52499344	ⲏⲓ	nmod	'NULL'	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_07	52499355	ⲉⲓⲱⲧ	nmod	'NULL'	ⲉⲓⲱⲧ	ⲉⲓⲱⲧ	N
52499344	ⲏⲓ	nmod	'NULL'	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_07	52499358	.	punct	'NULL'	.	.	PUNCT
52499344	ⲏⲓ	nmod	'NULL'	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_07	52499364	ⲛⲧⲉⲣ	aux	'NULL'	ⲛⲧⲉⲣⲉ	ⲛⲧⲉⲣ	APREC
52502604	ⲣⲟⲙⲡⲉ	nmod	'NULL'	ⲣⲟⲙⲡⲉ	ⲣⲟⲙⲡⲉ	N	44_Acts_of_the_Apostles_07	52502625	ⲏⲓ	appos	'NULL'	ⲏⲓ	ⲏⲓ	N
52502607	ϩⲛ	case	'NULL'	ϩⲛ	ϩⲛ	PREP	44_Acts_of_the_Apostles_07	52502625	ⲏⲓ	appos	'NULL'	ⲏⲓ	ⲏⲓ	N
52502612	ⲧ	det	'NULL'	ⲡ	ⲧ	ART	44_Acts_of_the_Apostles_07	52502625	ⲏⲓ	appos	'NULL'	ⲏⲓ	ⲏⲓ	N
52502617	ⲉⲣⲏⲙⲟⲥ	obl	Greek	ⲉⲣⲏⲙⲟⲥ	ⲉⲣⲏⲙⲟⲥ	N	44_Acts_of_the_Apostles_07	52502625	ⲏⲓ	appos	'NULL'	ⲏⲓ	ⲏⲓ	N
52502620	ⲡ	det	'NULL'	ⲡ	ⲡ	ART	44_Acts_of_the_Apostles_07	52502625	ⲏⲓ	appos	'NULL'	ⲏⲓ	ⲏⲓ	N
52502625	ⲏⲓ	appos	'NULL'	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_07	52502628	ⲙ	case	'NULL'	ⲛ	ⲙ	PREP
52502625	ⲏⲓ	appos	'NULL'	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_07	52502633	ⲡ	det	'NULL'	ⲡ	ⲡ	ART
52502625	ⲏⲓ	appos	'NULL'	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_07	52502636	ⲓⲥⲣⲁⲏⲗ	nmod	Hebrew	ⲓⲥⲣⲁⲏⲗ	ⲓⲥⲣⲁⲏⲗ	NPROP
52502625	ⲏⲓ	appos	'NULL'	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_07	52502639	.	punct	'NULL'	.	.	PUNCT
52502625	ⲏⲓ	appos	'NULL'	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_07	52502645	ⲁⲩⲱ	cc	'NULL'	ⲁⲩⲱ	ⲁⲩⲱ	CONJ
52503301	ⲕⲱⲧ	root	'NULL'	ⲕⲱⲧ	ⲕⲱⲧ	V	44_Acts_of_the_Apostles_07	52503320	ⲏⲓ	obl	'NULL'	ⲏⲓ	ⲏⲓ	N
52503304	ⲛⲁ	case	'NULL'	ⲛⲁ	ⲛⲁ	PREP	44_Acts_of_the_Apostles_07	52503320	ⲏⲓ	obl	'NULL'	ⲏⲓ	ⲏⲓ	N
52503309	ϥ	obl	'NULL'	ⲛⲧⲟϥ	ϥ	PPERO	44_Acts_of_the_Apostles_07	52503320	ⲏⲓ	obl	'NULL'	ⲏⲓ	ⲏⲓ	N
52503312	ⲛ	case	'NULL'	ⲛ	ⲛ	PREP	44_Acts_of_the_Apostles_07	52503320	ⲏⲓ	obl	'NULL'	ⲏⲓ	ⲏⲓ	N
52503317	ⲟⲩ	det	'NULL'	ⲟⲩ	ⲟⲩ	ART	44_Acts_of_the_Apostles_07	52503320	ⲏⲓ	obl	'NULL'	ⲏⲓ	ⲏⲓ	N
52503320	ⲏⲓ	obl	'NULL'	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_07	52503323	.	punct	'NULL'	.	.	PUNCT
52503320	ⲏⲓ	obl	'NULL'	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_07	52503329	ⲁⲗⲗⲁ	cc	Greek	ⲁⲗⲗⲁ	ⲁⲗⲗⲁ	CONJ
52503320	ⲏⲓ	obl	'NULL'	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_07	52503334	ⲙⲉⲣⲉ	aux	'NULL'	ⲙⲉⲣⲉ	ⲙⲉⲣⲉ	ANEGAOR
52503320	ⲏⲓ	obl	'NULL'	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_07	52503339	ⲡ	nsubj	'NULL'	ⲡ	ⲡ	ART
52503320	ⲏⲓ	obl	'NULL'	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_07	52503344	ⲉⲧ	mark	'NULL'	ⲉⲧⲉⲣⲉ	ⲉⲧ	CREL
52503470	ⲛⲁ	det	'NULL'	ⲡⲁ	ⲛⲁ	PPOS	44_Acts_of_the_Apostles_07	52503491	ⲏⲓ	nmod	'NULL'	ⲏⲓ	ⲏⲓ	N
52503473	ⲟⲩⲉⲣⲏⲧⲉ	nmod	'NULL'	ⲟⲩⲉⲣⲏⲧⲉ	ⲟⲩⲉⲣⲏⲧⲉ	N	44_Acts_of_the_Apostles_07	52503491	ⲏⲓ	nmod	'NULL'	ⲏⲓ	ⲏⲓ	N
52503476	.	punct	'NULL'	.	.	PUNCT	44_Acts_of_the_Apostles_07	52503491	ⲏⲓ	nmod	'NULL'	ⲏⲓ	ⲏⲓ	N
52503481	ⲁϣ	case	'NULL'	ⲁϣ	ⲁϣ	PINT	44_Acts_of_the_Apostles_07	52503491	ⲏⲓ	nmod	'NULL'	ⲏⲓ	ⲏⲓ	N
52503486	ⲛ	det	'NULL'	ⲡ	ⲛ	ART	44_Acts_of_the_Apostles_07	52503491	ⲏⲓ	nmod	'NULL'	ⲏⲓ	ⲏⲓ	N
52503491	ⲏⲓ	nmod	'NULL'	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_07	52503494	ⲡ	det	'NULL'	ⲡ	ⲡ	ART
52503491	ⲏⲓ	nmod	'NULL'	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_07	52503499	ⲉⲧⲉⲧ	nmod	'NULL'	ⲉⲧⲉⲧ	ⲉⲧⲉⲧ	N
52503491	ⲏⲓ	nmod	'NULL'	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_07	52503502	ⲛⲁⲕⲟⲧ	root	'NULL'	ⲛⲁⲕⲟⲧ	ⲛⲁⲕⲟⲧ	V
52503491	ⲏⲓ	nmod	'NULL'	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_07	52503505	ϥ	obj	'NULL'	ⲛⲧⲟϥ	ϥ	PPERO
52503491	ⲏⲓ	nmod	'NULL'	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_07	52503508	ⲛⲁⲓ	det	'NULL'	ⲡⲁⲓ	ⲛⲁⲓ	PDEM
52505371	ϥ	nsubj	'NULL'	ⲛⲧⲟϥ	ϥ	PPERS	44_Acts_of_the_Apostles_08	52505390	ⲏⲓ	obl	'NULL'	ⲏⲓ	ⲏⲓ	N
52505374	ⲃⲏⲕ	advcl	'NULL'	ⲃⲱⲕ	ⲃⲏⲕ	VSTAT	44_Acts_of_the_Apostles_08	52505390	ⲏⲓ	obl	'NULL'	ⲏⲓ	ⲏⲓ	N
52505377	ⲉϩⲟⲩⲛ	advmod	'NULL'	ⲉϩⲟⲩⲛ	ⲉϩⲟⲩⲛ	ADV	44_Acts_of_the_Apostles_08	52505390	ⲏⲓ	obl	'NULL'	ⲏⲓ	ⲏⲓ	N
52505382	ⲉ	case	'NULL'	ⲉ	ⲉ	PREP	44_Acts_of_the_Apostles_08	52505390	ⲏⲓ	obl	'NULL'	ⲏⲓ	ⲏⲓ	N
52505387	ⲛ	det	'NULL'	ⲡ	ⲛ	ART	44_Acts_of_the_Apostles_08	52505390	ⲏⲓ	obl	'NULL'	ⲏⲓ	ⲏⲓ	N
52505390	ⲏⲓ	obl	'NULL'	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_08	52505393	ⲉ	mark	'NULL'	ⲉⲣⲉ	ⲉ	CCIRC
52505390	ⲏⲓ	obl	'NULL'	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_08	52505398	ϥ	nsubj	'NULL'	ⲛⲧⲟϥ	ϥ	PPERS
52505390	ⲏⲓ	obl	'NULL'	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_08	52505401	ⲥⲱⲕ	advcl	'NULL'	ⲥⲱⲕ	ⲥⲱⲕ	V
52505390	ⲏⲓ	obl	'NULL'	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_08	52505404	ⲉⲃⲟⲗ	advmod	'NULL'	ⲉⲃⲟⲗ	ⲉⲃⲟⲗ	ADV
52505390	ⲏⲓ	obl	'NULL'	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_08	52505409	ⲛ	case	'NULL'	ⲛ	ⲛ	PREP
52511529	ⲛ	aux	'NULL'	ⲛⲧⲉ	ⲛ	ACONJ	44_Acts_of_the_Apostles_09	52511549	ⲏⲓ	obl	'NULL'	ⲏⲓ	ⲏⲓ	N
52511533	ⲅ	nsubj	'NULL'	ⲛⲧⲟⲕ	ⲅ	PPERS	44_Acts_of_the_Apostles_09	52511549	ⲏⲓ	obl	'NULL'	ⲏⲓ	ⲏⲓ	N
52511536	ϣⲓⲛⲉ	advcl	'NULL'	ϣⲓⲛⲉ	ϣⲓⲛⲉ	V	44_Acts_of_the_Apostles_09	52511549	ⲏⲓ	obl	'NULL'	ⲏⲓ	ⲏⲓ	N
52511540	ϩⲙ	case	'NULL'	ϩⲛ	ϩⲙ	PREP	44_Acts_of_the_Apostles_09	52511549	ⲏⲓ	obl	'NULL'	ⲏⲓ	ⲏⲓ	N
52511545	ⲡ	det	'NULL'	ⲡ	ⲡ	ART	44_Acts_of_the_Apostles_09	52511549	ⲏⲓ	obl	'NULL'	ⲏⲓ	ⲏⲓ	N
52511549	ⲏⲓ	obl	'NULL'	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_09	52511553	ⲛ	case	'NULL'	ⲛ	ⲛ	PREP
52511549	ⲏⲓ	obl	'NULL'	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_09	52511557	ⲓⲟⲩⲇⲁⲥ	nmod	Hebrew	ⲓⲟⲩⲇⲁⲥ	ⲓⲟⲩⲇⲁⲥ	NPROP
52511549	ⲏⲓ	obl	'NULL'	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_09	52511561	ⲛ	det	'NULL'	ⲡ	ⲛ	ART
52511549	ⲏⲓ	obl	'NULL'	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_09	52511565	ⲥⲁ	appos	'NULL'	ⲥⲁ	ⲥⲁ	N
52511549	ⲏⲓ	obl	'NULL'	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_09	52511569	ⲟⲩⲣⲙⲧⲁⲣⲥⲟⲥ	appos	'NULL'	ⲟⲩⲣⲙⲧⲁⲣⲥⲟⲥ	ⲟⲩⲣⲙⲧⲁⲣⲥⲟⲥ	N
52512287	ϥ	nsubj	'NULL'	ⲛⲧⲟϥ	ϥ	PPERS	44_Acts_of_the_Apostles_09	52512306	ⲏⲓ	obl	'NULL'	ⲏⲓ	ⲏⲓ	N
52512290	ⲃⲱⲕ	parataxis	'NULL'	ⲃⲱⲕ	ⲃⲱⲕ	V	44_Acts_of_the_Apostles_09	52512306	ⲏⲓ	obl	'NULL'	ⲏⲓ	ⲏⲓ	N
52512294	ⲉϩⲟⲩⲛ	advmod	'NULL'	ⲉϩⲟⲩⲛ	ⲉϩⲟⲩⲛ	ADV	44_Acts_of_the_Apostles_09	52512306	ⲏⲓ	obl	'NULL'	ⲏⲓ	ⲏⲓ	N
52512299	ⲉ	case	'NULL'	ⲉ	ⲉ	PREP	44_Acts_of_the_Apostles_09	52512306	ⲏⲓ	obl	'NULL'	ⲏⲓ	ⲏⲓ	N
52512303	ⲡ	det	'NULL'	ⲡ	ⲡ	ART	44_Acts_of_the_Apostles_09	52512306	ⲏⲓ	obl	'NULL'	ⲏⲓ	ⲏⲓ	N
52512306	ⲏⲓ	obl	'NULL'	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_09	52512310	ⲁ	aux	'NULL'	ⲁ	ⲁ	APST
52512306	ⲏⲓ	obl	'NULL'	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_09	52512314	ϥ	nsubj	'NULL'	ⲛⲧⲟϥ	ϥ	PPERS
52512306	ⲏⲓ	obl	'NULL'	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_09	52512317	ⲧⲁⲗⲉ	parataxis	'NULL'	ⲧⲁⲗⲉ	ⲧⲁⲗⲉ	V
52512306	ⲏⲓ	obl	'NULL'	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_09	52512321	ⲛⲉϥ	det	'NULL'	ⲡⲉϥ	ⲛⲉϥ	PPOS
52512306	ⲏⲓ	obl	'NULL'	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_09	52512325	ϭⲓϫ	obj	'NULL'	ϭⲓϫ	ϭⲓϫ	N
52516421	ⲙ	case	'NULL'	ⲛ	ⲙ	PREP	44_Acts_of_the_Apostles_10	52516441	ⲏⲓ	obl	'NULL'	ⲏⲓ	ⲏⲓ	N
52516425	ⲡ	det	'NULL'	ⲡ	ⲡ	ART	44_Acts_of_the_Apostles_10	52516441	ⲏⲓ	obl	'NULL'	ⲏⲓ	ⲏⲓ	N
52516428	ⲛⲟⲩⲧⲉ	nmod	'NULL'	ⲛⲟⲩⲧⲉ	ⲛⲟⲩⲧⲉ	N	44_Acts_of_the_Apostles_10	52516441	ⲏⲓ	obl	'NULL'	ⲏⲓ	ⲏⲓ	N
52516432	ⲙⲛ	case	'NULL'	ⲙⲛ	ⲙⲛ	PREP	44_Acts_of_the_Apostles_10	52516441	ⲏⲓ	obl	'NULL'	ⲏⲓ	ⲏⲓ	N
52516437	ⲡⲉϥ	det	'NULL'	ⲡⲉϥ	ⲡⲉϥ	PPOS	44_Acts_of_the_Apostles_10	52516441	ⲏⲓ	obl	'NULL'	ⲏⲓ	ⲏⲓ	N
52516441	ⲏⲓ	obl	'NULL'	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_10	52516445	ⲧⲏⲣ	advmod	'NULL'	ⲧⲏⲣ	ⲧⲏⲣ	IMOD
52516441	ⲏⲓ	obl	'NULL'	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_10	52516449	ϥ	det	'NULL'	ⲛⲧⲟϥ	ϥ	PPERO
52516441	ⲏⲓ	obl	'NULL'	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_10	52516453	ⲉ	mark	'NULL'	ⲉⲣⲉ	ⲉ	CCIRC
52516441	ⲏⲓ	obl	'NULL'	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_10	52516457	ϣⲁ	aux	'NULL'	ϣⲁⲣⲉ	ϣⲁ	AAOR
52516441	ⲏⲓ	obl	'NULL'	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_10	52516460	ϥ	nsubj	'NULL'	ⲛⲧⲟϥ	ϥ	PPERS
52517062	ⲡⲃⲁⲕϣⲁⲁⲣ	ccomp	'NULL'	ⲡⲃⲁⲕϣⲁⲁⲣ	ⲡⲃⲁⲕϣⲁⲁⲣ	N	44_Acts_of_the_Apostles_10	52517084	ⲏⲓ	appos	'NULL'	ⲏⲓ	ⲏⲓ	N
52517066	.	punct	'NULL'	.	.	PUNCT	44_Acts_of_the_Apostles_10	52517084	ⲏⲓ	appos	'NULL'	ⲏⲓ	ⲏⲓ	N
52517071	ⲡⲁⲓ	parataxis	'NULL'	ⲡⲁⲓ	ⲡⲁⲓ	PDEM	44_Acts_of_the_Apostles_10	52517084	ⲏⲓ	appos	'NULL'	ⲏⲓ	ⲏⲓ	N
52517076	ⲉⲣⲉ	appos	'NULL'	ⲉⲣⲉ	ⲉⲣⲉ	CCIRC	44_Acts_of_the_Apostles_10	52517084	ⲏⲓ	appos	'NULL'	ⲏⲓ	ⲏⲓ	N
52517082	ⲡⲉϥ	det	'NULL'	ⲡⲉϥ	ⲡⲉϥ	PPOS	44_Acts_of_the_Apostles_10	52517084	ⲏⲓ	appos	'NULL'	ⲏⲓ	ⲏⲓ	N
52517084	ⲏⲓ	appos	'NULL'	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_10	52517088	ϩⲓϫⲛ	case	'NULL'	ϩⲓϫⲛ	ϩⲓϫⲛ	PREP
52517084	ⲏⲓ	appos	'NULL'	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_10	52517093	ⲑ	det	'NULL'	ⲡ	ⲧ	ART
52517084	ⲏⲓ	appos	'NULL'	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_10	52517097	ⲁⲗⲁⲥⲥⲁ	nmod	Greek	ϩⲁⲗⲁⲥⲥⲁ	ϩⲁⲗⲁⲥⲥⲁ	N
52517084	ⲏⲓ	appos	'NULL'	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_10	52517101	.	punct	'NULL'	.	.	PUNCT
52517084	ⲏⲓ	appos	'NULL'	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_10	52517107	ⲁⲩⲱ	cc	'NULL'	ⲁⲩⲱ	ⲁⲩⲱ	CONJ
52518291	ⲩ	nsubj	'NULL'	ⲛⲧⲟⲟⲩ	ⲩ	PPERS	44_Acts_of_the_Apostles_10	52518310	ⲏⲓ	appos	'NULL'	ⲏⲓ	ⲏⲓ	N
52518294	ϣⲓⲛⲉ	parataxis	'NULL'	ϣⲓⲛⲉ	ϣⲓⲛⲉ	V	44_Acts_of_the_Apostles_10	52518310	ⲏⲓ	appos	'NULL'	ⲏⲓ	ⲏⲓ	N
52518298	ⲛ	case	'NULL'	ⲛ	ⲛ	PREP	44_Acts_of_the_Apostles_10	52518310	ⲏⲓ	appos	'NULL'	ⲏⲓ	ⲏⲓ	N
52518302	ⲥⲁ	obl	'NULL'	ⲥⲁ	ⲥⲁ	N	44_Acts_of_the_Apostles_10	52518310	ⲏⲓ	appos	'NULL'	ⲏⲓ	ⲏⲓ	N
52518306	ⲡ	det	'NULL'	ⲡ	ⲡ	ART	44_Acts_of_the_Apostles_10	52518310	ⲏⲓ	appos	'NULL'	ⲏⲓ	ⲏⲓ	N
52518310	ⲏⲓ	appos	'NULL'	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_10	52518314	ⲛ	case	'NULL'	ⲛ	ⲛ	PREP
52518310	ⲏⲓ	appos	'NULL'	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_10	52518318	ⲥⲓⲙⲱⲛ	nmod	Hebrew	ⲥⲓⲙⲱⲛ	ⲥⲓⲙⲱⲛ	NPROP
52518310	ⲏⲓ	appos	'NULL'	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_10	52518322	ⲁ	aux	'NULL'	ⲁ	ⲁ	APST
52518310	ⲏⲓ	appos	'NULL'	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_10	52518326	ⲩ	nsubj	'NULL'	ⲛⲧⲟⲟⲩ	ⲩ	PPERS
52518310	ⲏⲓ	appos	'NULL'	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_10	52518329	ⲉⲓ	parataxis	'NULL'	ⲉⲓ	ⲉⲓ	V
52519034	ⲛⲥⲱ	case	'NULL'	ⲛⲥⲁ	ⲛⲥⲱ	PREP	44_Acts_of_the_Apostles_10	52519055	ⲏⲓ	obl	'NULL'	ⲏⲓ	ⲏⲓ	N
52519039	ⲕ	obj	'NULL'	ⲛⲧⲟⲕ	ⲕ	PPERO	44_Acts_of_the_Apostles_10	52519055	ⲏⲓ	obl	'NULL'	ⲏⲓ	ⲏⲓ	N
52519042	ⲉϩⲟⲩⲛ	advmod	'NULL'	ⲉϩⲟⲩⲛ	ⲉϩⲟⲩⲛ	ADV	44_Acts_of_the_Apostles_10	52519055	ⲏⲓ	obl	'NULL'	ⲏⲓ	ⲏⲓ	N
52519047	ⲉ	case	'NULL'	ⲉ	ⲉ	PREP	44_Acts_of_the_Apostles_10	52519055	ⲏⲓ	obl	'NULL'	ⲏⲓ	ⲏⲓ	N
52519052	ⲡⲉϥ	det	'NULL'	ⲡⲉϥ	ⲡⲉϥ	PPOS	44_Acts_of_the_Apostles_10	52519055	ⲏⲓ	obl	'NULL'	ⲏⲓ	ⲏⲓ	N
52519055	ⲏⲓ	obl	'NULL'	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_10	52519058	ⲁⲩⲱ	cc	'NULL'	ⲁⲩⲱ	ⲁⲩⲱ	CONJ
52519055	ⲏⲓ	obl	'NULL'	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_10	52519063	ⲉ	mark	'NULL'	ⲉⲣⲉ	ⲉ	CFOC
52519055	ⲏⲓ	obl	'NULL'	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_10	52519068	ⲥⲱⲧⲙ	conj	'NULL'	ⲥⲱⲧⲙ	ⲥⲱⲧⲙ	V
52519055	ⲏⲓ	obl	'NULL'	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_10	52519071	ⲉ	case	'NULL'	ⲉ	ⲉ	PREP
52519055	ⲏⲓ	obl	'NULL'	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_10	52519076	ϩⲉⲛ	det	'NULL'	ⲟⲩ	ϩⲉⲛ	ART
52520101	ⲛⲉ	mark	'NULL'	ⲛⲉⲣⲉ	ⲛⲉ	CPRET	44_Acts_of_the_Apostles_10	52520122	ⲏⲓ	obl	'NULL'	ⲏⲓ	ⲏⲓ	N
52520106	ⲓ	nsubj	'NULL'	ⲁⲛⲟⲕ	ⲓ	PPERS	44_Acts_of_the_Apostles_10	52520122	ⲏⲓ	obl	'NULL'	ⲏⲓ	ⲏⲓ	N
52520109	ϣⲗⲏⲗ	conj	'NULL'	ϣⲗⲏⲗ	ϣⲗⲏⲗ	V	44_Acts_of_the_Apostles_10	52520122	ⲏⲓ	obl	'NULL'	ⲏⲓ	ⲏⲓ	N
52520112	ϩⲙ	case	'NULL'	ϩⲛ	ϩⲙ	PREP	44_Acts_of_the_Apostles_10	52520122	ⲏⲓ	obl	'NULL'	ⲏⲓ	ⲏⲓ	N
52520117	ⲡⲁ	det	'NULL'	ⲡⲁ	ⲡⲁ	PPOS	44_Acts_of_the_Apostles_10	52520122	ⲏⲓ	obl	'NULL'	ⲏⲓ	ⲏⲓ	N
52520122	ⲏⲓ	obl	'NULL'	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_10	52520125	ⲙ	case	'NULL'	ⲛ	ⲙ	PREP
52520122	ⲏⲓ	obl	'NULL'	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_10	52520130	ⲡ	det	'NULL'	ⲡ	ⲡ	ART
52520122	ⲏⲓ	obl	'NULL'	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_10	52520133	ⲛⲁⲩ	nmod	'NULL'	ⲛⲁⲩ	ⲛⲁⲩ	N
52520122	ⲏⲓ	obl	'NULL'	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_10	52520136	ⲛ	case	'NULL'	ⲛ	ⲛ	PREP
52520122	ⲏⲓ	obl	'NULL'	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_10	52520141	ϫⲡ	nmod	'NULL'	ϫⲡ	ϫⲡ	N
52520450	ⲉ	mark	'NULL'	ⲉⲣⲉ	ⲉ	CCIRC	44_Acts_of_the_Apostles_10	52520471	ⲏⲓ	obl	'NULL'	ⲏⲓ	ⲏⲓ	N
52520455	ϥ	nsubj	'NULL'	ⲛⲧⲟϥ	ϥ	PPERS	44_Acts_of_the_Apostles_10	52520471	ⲏⲓ	obl	'NULL'	ⲏⲓ	ⲏⲓ	N
52520458	ⲟⲩⲏϩ	advcl	'NULL'	ⲟⲩⲱϩ	ⲟⲩⲏϩ	VSTAT	44_Acts_of_the_Apostles_10	52520471	ⲏⲓ	obl	'NULL'	ⲏⲓ	ⲏⲓ	N
52520461	ϩⲙ	case	'NULL'	ϩⲛ	ϩⲙ	PREP	44_Acts_of_the_Apostles_10	52520471	ⲏⲓ	obl	'NULL'	ⲏⲓ	ⲏⲓ	N
52520466	ⲡ	det	'NULL'	ⲡ	ⲡ	ART	44_Acts_of_the_Apostles_10	52520471	ⲏⲓ	obl	'NULL'	ⲏⲓ	ⲏⲓ	N
52520471	ⲏⲓ	obl	'NULL'	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_10	52520474	ⲛ	case	'NULL'	ⲛ	ⲛ	PREP
52520471	ⲏⲓ	obl	'NULL'	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_10	52520479	ⲥⲓⲙⲱⲛ	nmod	Hebrew	ⲥⲓⲙⲱⲛ	ⲥⲓⲙⲱⲛ	NPROP
52520471	ⲏⲓ	obl	'NULL'	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_10	52520482	ⲡⲃⲁⲕϣⲁⲁⲣ	appos	'NULL'	ⲡⲃⲁⲕϣⲁⲁⲣ	ⲡⲃⲁⲕϣⲁⲁⲣ	N
52520471	ⲏⲓ	obl	'NULL'	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_10	52520487	ϩⲁⲧⲛ	case	'NULL'	ϩⲁⲧⲛ	ϩⲁⲧⲛ	PREP
52520471	ⲏⲓ	obl	'NULL'	ⲏⲓ	ⲏⲓ	N	44_Acts_of_the_Apostles_10	52520492	ⲑ	det	'NULL'	ⲡ	ⲧ	ART
52524076	ⲩ	nsubj	'NULL'	ⲛⲧⲟⲟⲩ	ⲩ	PPERS	44_Acts_of_the_Apostles_11	52524095	ⲏⲓ	obj	'NULL'	ⲏⲓ	ⲏⲓ	N
52524079	ⲉⲓ	root	'NULL'	ⲉⲓ	ⲉⲓ	V	44_Acts_of_the_Apostles_11	52524095	ⲏⲓ	obj	'NULL'	ⲏⲓ	ⲏⲓ	N
